example_id                                  | status | run_time        |
./spec/models/reservation_spec.rb[1:5:1]    | passed | 0.00012 seconds |
./spec/models/reservation_spec.rb[1:5:2]    | passed | 0.00014 seconds |
./spec/models/reservation_spec.rb[1:5:3]    | passed | 0.00095 seconds |
./spec/models/reservation_spec.rb[1:5:4]    | passed | 0.00013 seconds |
./spec/models/reservation_spec.rb[1:6:1]    | passed | 0.00022 seconds |
./spec/models/reservation_spec.rb[1:6:2]    | passed | 0.00017 seconds |
./spec/models/reservation_spec.rb[1:7:1]    | passed | 0.00017 seconds |
./spec/models/reservation_spec.rb[1:7:2]    | passed | 0.00021 seconds |
./spec/models/reservation_spec.rb[1:7:3]    | passed | 0.00057 seconds |
./spec/models/reservation_spec.rb[1:8:1]    | passed | 0.00014 seconds |
./spec/models/reservation_spec.rb[1:8:2]    | passed | 0.00011 seconds |
./spec/models/reservation_spec.rb[1:8:3]    | passed | 0.00012 seconds |
./spec/modules/logger_spec.rb[1:1:1]        | passed | 0.00023 seconds |
./spec/modules/logger_spec.rb[1:1:2]        | passed | 0.00097 seconds |
./spec/modules/logger_spec.rb[1:1:3]        | passed | 0.00029 seconds |
./spec/modules/logger_spec.rb[1:1:4]        | passed | 0.00047 seconds |
./spec/modules/logger_spec.rb[1:2:1]        | passed | 0.00025 seconds |
./spec/modules/logger_spec.rb[1:2:2]        | passed | 0.00024 seconds |
./spec/modules/logger_spec.rb[1:2:3]        | passed | 0.00032 seconds |
./spec/modules/logger_spec.rb[1:2:4]        | passed | 0.00027 seconds |
./spec/modules/logger_spec.rb[1:3:1]        | passed | 0.00028 seconds |
./spec/modules/logger_spec.rb[1:3:2]        | passed | 0.00119 seconds |
./spec/modules/validator_spec.rb[1:1:1:1]   | passed | 0.00009 seconds |
./spec/modules/validator_spec.rb[1:1:1:2]   | passed | 0.00009 seconds |
./spec/modules/validator_spec.rb[1:1:1:3]   | passed | 0.00009 seconds |
./spec/modules/validator_spec.rb[1:1:1:4]   | passed | 0.00009 seconds |
./spec/modules/validator_spec.rb[1:1:2:1]   | passed | 0.00015 seconds |
./spec/modules/validator_spec.rb[1:1:2:2]   | passed | 0.00015 seconds |
./spec/modules/validator_spec.rb[1:1:2:3]   | passed | 0.00016 seconds |
./spec/modules/validator_spec.rb[1:1:2:4]   | passed | 0.00014 seconds |
./spec/modules/validator_spec.rb[1:1:2:5]   | passed | 0.00016 seconds |
./spec/modules/validator_spec.rb[1:1:2:6]   | passed | 0.00017 seconds |
./spec/modules/validator_spec.rb[1:2:1:1]   | passed | 0.00012 seconds |
./spec/modules/validator_spec.rb[1:2:1:2]   | passed | 0.00009 seconds |
./spec/modules/validator_spec.rb[1:2:1:3]   | passed | 0.0001 seconds  |
./spec/modules/validator_spec.rb[1:2:1:4]   | passed | 0.0001 seconds  |
./spec/modules/validator_spec.rb[1:2:2:1]   | passed | 0.00012 seconds |
./spec/modules/validator_spec.rb[1:2:2:2]   | passed | 0.0001 seconds  |
./spec/modules/validator_spec.rb[1:2:3:1]   | passed | 0.00012 seconds |
./spec/modules/validator_spec.rb[1:2:3:2]   | passed | 0.00009 seconds |
./spec/modules/validator_spec.rb[1:2:3:3]   | passed | 0.00022 seconds |
./spec/modules/validator_spec.rb[1:2:3:4]   | passed | 0.0001 seconds  |
./spec/modules/validator_spec.rb[1:2:3:5]   | passed | 0.0001 seconds  |
./spec/modules/validator_spec.rb[1:2:3:6]   | passed | 0.00013 seconds |
./spec/services/data_store_spec.rb[1:1:1]   | passed | 0.00048 seconds |
./spec/services/data_store_spec.rb[1:1:2]   | passed | 0.00062 seconds |
